Please check Multi Currency option to allow accounts with other currency,请勾选允许同一往来单位发票多货币,
Please check Process Deferred Accounting {0} and submit manually after resolving errors.,请检查处理递延会计{0}，解决错误后手动提交,
Please check either with operations or FG Based Operating Cost.,有工艺路线与启用计件成本两个勾选字段必须二选一,
Please check the 'Activate Serial and Batch No for Item' checkbox in the {0} to make Serial and Batch Bundle for the item.,请在 {0} 中勾选“激活物料的序列号/批次号”复选框以为物料创建序列号和批次捆包。,
Please check the error message and take necessary actions to fix the error and then restart the reposting again.,请详细检查相关错误消息，修正相关主数据或业务数据后重新执行,
Please check your Plaid client ID and secret values,请检查您的Plaid客户端ID和密钥值,
Please check your email to confirm the appointment,请检查您的电子邮件以确认预约,
Please click on 'Generate Schedule',请点击“生成表”,
Please click on 'Generate Schedule' to fetch Serial No added for Item {0},请点击“生成表”来获取序列号增加了对项目{0},
Please click on 'Generate Schedule' to get schedule,请点击计划任务标签下的“生成排期表”按钮生成计划排期,
Please contact any of the following users to extend the credit limits for {0}: {1},请联系以下人员为客户 <b>{0}</b> 增加信用额度：{1},
Please contact any of the following users to {} this transaction.,请联系以下用户以{}此交易,
Please contact your administrator to extend the credit limits for {0}.,请联系管理员延长{0}的信用额度,
Please convert the parent account in corresponding child company to a group account.,请将对应子公司的上级账户转换为组账户,
Please create Customer from Lead {0}.,请从线索{0}创建客户,
Please create Landed Cost Vouchers against Invoices that have 'Update Stock' enabled.,请对启用'更新库存'的发票创建到岸成本凭证,
Please create a new Accounting Dimension if required.,如需，请新建会计维度,
Please create purchase from internal sale or delivery document itself,请自关联方内部销售或出货单创建采购订单,
Please create purchase receipt or purchase invoice for the item {0},请为物料{0}创建采购入库或采购发票,
"Please delete Product Bundle {0}, before merging {1} into {2}",在合并{1}到{2}前，请先删除产品套装{0},
Please disable workflow temporarily for Journal Entry {0},请暂时停用日记账凭证{0}的工作流。,
Please do not book expense of multiple assets against one single Asset.,请勿将多个资产的费用记入单一资产,
Please do not create more than 500 items at a time,请不要一次创建超过500个物料,
Please enable Applicable on Booking Actual Expenses,请启用适用于预订实际费用,
Please enable Applicable on Purchase Order and Applicable on Booking Actual Expenses,请启用适用于采购订单并适用于预订实际费用,
Please enable Use Old Serial / Batch Fields to make_bundle,请启用'使用旧序列/批次字段'以生成套装,
Please enable only if the understand the effects of enabling this.,请确保理解相关影响后勾选,
Please enable pop-ups,请启用弹出窗口,
Please enable {0} in the {1}.,请在 {0} 启用 {1},
Please enable {} in {} to allow same item in multiple rows,请在{}中启用{}以允许同一物料多行显示,
Please ensure that the {0} account is a Balance Sheet account. You can change the parent account to a Balance Sheet account or select a different account.,请确保{0}账户为资产负债表账户。您可将上级账户改为资产负债表账户或选择其他账户,
Please ensure that the {0} account {1} is a Payable account. You can change the account type to Payable or select a different account.,请确保{0}账户{1}为应付账户。您可更改账户类型为应付或选择其他账户,
Please ensure {} account is a Balance Sheet account.,请确保{}账户为资产负债表账户,
Please ensure {} account {} is a Receivable account.,请确保{}账户{}为应收账户,
Please enter <b>Difference Account</b> or set default <b>Stock Adjustment Account</b> for company {0},请输入<b>差异账户</b>或为公司{0}设置默认<b>库存调整账户</b>,
Please enter Account for Change Amount,请输入零钱科目,
Please enter Approving Role or Approving User,请输入角色核准或审批用户,
Please enter Batch No,请输入批次号,
Please enter Cost Center,请输入成本中心,
Please enter Delivery Date,请输入出货日期,
Please enter Employee Id of this sales person,请输入业务员员工号,
Please enter Expense Account,请输入您的费用科目,
Please enter Item Code to get Batch Number,请输入产品代码来获得批号,
Please enter Item Code to get batch no,请输入物料号，以获得批号,
Please enter Item first,请先输入物料,
Please enter Maintenance Details first,请先输入维护明细,
Please enter Planned Qty for Item {0} at row {1},请为第{1}行的物料{0}输入计划数量,
Please enter Production Item first,请先输入成品,
Please enter Purchase Receipt first,请先输入采购入库号,
Please enter Receipt Document,请输入收据凭证,
Please enter Reference date,参考日期请输入,
Please enter Root Type for account- {0},请输入账户-{0}的根类型,
Please enter Serial No,请输入序列号,
Please enter Serial Nos,请输入序列号,
Please enter Shipment Parcel information,请输入运输包裹信息,
Please enter Warehouse and Date,请输入仓库和日期,
Please enter Write Off Account,请输入销账科目,
Please enter a valid number of deliveries,请输入有效的交货次数,
Please enter a valid quantity,请输入有效数量,
Please enter at least one delivery date and quantity,请至少输入一个交货日期和数量,
Please enter company name first,请先输入公司名,
Please enter default currency in Company Master,请在公司设置中维护默认货币,
Please enter message before sending,在发送前，请填写留言,
Please enter mobile number first.,请先输入手机号码,
Please enter parent cost center,请输入父成本中心,
Please enter quantity for item {0},请输入物料{0}的数量,
Please enter relieving date.,请输入离职日期。,
Please enter serial nos,请输入序列号,
Please enter the company name to confirm,请输入公司名确认,
Please enter the first delivery date,请输入首次交货日期,
Please enter the phone number first,请先输入电话号码,
Please enter the {schedule_date}.,请输入{schedule_date},
Please enter valid Financial Year Start and End Dates,请输入有效的财年开始和结束日期,
Please enter {0},请输入{0},
Please enter {0} first,请先输入{0},
Please fill the Material Requests table,请先点获取物料需求,
Please fill the Sales Orders table,请填写销售订单表,
"Please first set Full Name, Email and Phone for the user",请先设置用户的姓名、邮箱和电话,
Please fix overlapping time slots for {0},请修复{0}的时间段重叠,
Please fix overlapping time slots for {0}.,请修复{0}的时间段重叠,
Please generate To Delete list before submitting,请在提交之前生成待删除列表,
Please generate the To Delete list before submitting,请在提交之前生成待删除列表,
Please import accounts against parent company or enable {} in company master.,请根据母公司导入账户或在主公司中启用{},
Please make sure the employees above report to another Active employee.,请确保上述员工向其他在职员工汇报,
Please make sure the file you are using has 'Parent Account' column present in the header.,请确保文件标题包含'上级账户'列,
Please make sure you really want to delete all the transactions for this company. Your master data will remain as it is. This action cannot be undone.,不可撤销操作，确认要删除公司所有业务资料? 主数据将被保留,
Please mention 'Weight UOM' along with Weight.,在库存页签填写了了单重，请填写重量单位。,
Please mention '{0}' in Company: {1},请在公司{1}中注明'{0}',
Please mention no of visits required,请填写巡修次数,
Please mention the Current and New BOM for replacement.,请注明要替换的当前和新的物料清单,
Please pull items from Delivery Note,请从销售出库获选物料,
Please rectify and try again.,请更正后重试,
Please refresh or reset the Plaid linking of the Bank {}.,请刷新或重置银行{}的Plaid链接,
Please review the {0} configuration and complete any required financial setup activities.,请审核 {0} 配置并完成任何必要的财务设置活动。,
Please save before proceeding.,请先保存,
Please save first,请先保存,
Please save the Sales Order before adding a delivery schedule.,请在添加交货计划之前保存销售订单。,
Please select <b>Template Type</b> to download template,请选择<b>模板类型</b>以下载模板,
Please select Apply Discount On,请选择适用的折扣,
Please select BOM against item {0},请选择物料{0}的物料清单,
Please select BOM for Item in Row {0},请为第{0}行的物料指定物料清单,
Please select BOM in BOM field for Item {item_code}.,请为物料{item_code}在BOM字段选择物料清单,
Please select Bank Account,请选择银行账户,
Please select Category first,请先选择类型。,
Please select Charge Type first,请先选择费用类型,
Please select Company,请选择公司,
Please select Company and Posting Date to getting entries,请选择公司和记账日期以获取凭证,
Please select Company first,请先选择公司,
Please select Completion Date for Completed Asset Maintenance Log,请为资产保养日志选择完成日期,
Please select Customer first,请先选择公司,
Please select Existing Company for creating Chart of Accounts,请选择现有的公司创建会计科目表,
Please select Finished Good Item for Service Item {0},请为服务项{0}选择产成品,
Please select Item Code first,请先选择物料号,
Please select Maintenance Status as Completed or remove Completion Date,请选择保养状态为已完成或删除完成日期,
Please select Party Type first,请先选择往来单位,
Please select Periodic Accounting Entry Difference Account,请选择定期分录入账差异科目,
Please select Posting Date before selecting Party,在选择往来单位之前请先选择记账日期,
Please select Posting Date first,请先选择记账日期,
Please select Price List,请选择价格表,
Please select Qty against item {0},请选择为物料{0}指定数量,
Please select Sample Retention Warehouse in Stock Settings first,请先在库存设置中选择样品仓,
Please select Serial/Batch Nos to reserve or change Reservation Based On to Qty.,请选择序列号/批号或修改预留类型为数量,
Please select Start Date and End Date for Item {0},请为物料{0}选择开始日期和结束日期,
Please select Stock Asset Account,请选择库存资产科目,
Please select Subcontracting Order instead of Purchase Order {0},请选择委外订单而非采购订单{0},
Please select Unrealized Profit / Loss account or add default Unrealized Profit / Loss account account for company {0},请在单据中维护公司内部交易未实现损益科目，或在公司 {0} 主数据中维护相应的默认科目,
Please select a BOM,请选择一个物料清单,
Please select a Company,请选择公司,
Please select a Company first.,请先选择公司,
Please select a Customer,请先选择客户,
Please select a Delivery Note,请先选择销售出库,
Please select a Subcontracting Purchase Order.,请选择委外采购订单,
Please select a Supplier,请选择供应商,
Please select a Warehouse,请选择仓库,
Please select a Work Order first.,请先选择生产工单,
Please select a company.,请选择公司。,
Please select a country,请选择国家,
Please select a customer for fetching payments.,请选择客户以获取付款,
Please select a date,请选择日期,
Please select a date and time,请选择日期和时间,
Please select a default mode of payment,请选择默认付款方式,
Please select a field to edit from numpad,请选择要从数字键盘编辑的字段,
Please select a frequency for delivery schedule,请选择交货计划频率,
Please select a row to create a Reposting Entry,请选择行以创建重新过账分录,
Please select a supplier for fetching payments.,请选择一个供应商以获取付款台账信息,
Please select a valid Purchase Order that has Service Items.,请选择包含服务项目的有效采购订单,
Please select a valid Purchase Order that is configured for Subcontracting.,请选择配置为委外的有效采购订单,
Please select a value for {0} quotation_to {1},请选择一个值{0} quotation_to {1},
Please select an item code before setting the warehouse.,请先设置物料编码再设置仓库,
"Please select at least one filter: Item Code, Batch, or Serial No.",请至少选择一个筛选条件：物料编码、批次或序列号,
Please select at least one row to fix,请至少选择一行进行修复,
Please select at least one row with difference value,请至少选择一行有差额的行,
Please select at least one schedule.,请至少选择一个计划。,
Please select atleast one item to continue,请至少选择一个物料以继续操作,
Please select atleast one operation to create Job Card,请至少选择一个工序以创建工卡,
Please select correct account,请选择正确的科目,
Please select date,请选择日期,
Please select either the Item or Warehouse or Warehouse Type filter to generate the report.,因数据量较大，请输入物料编号、仓库、仓库类型任一过滤条件。,
Please select item code,请选择物料代码,
Please select items to reserve.,请选择要保留的物料,
Please select items to unreserve.,请勾选待取消的库存预留,
Please select only one row to create a Reposting Entry,请选择单行创建重新过账分录,
Please select rows to create Reposting Entries,请选择行以创建重新过账分录,
Please select the Company,请选择公司,
Please select the Multiple Tier Program type for more than one collection rules.,请为积分规则选择多等级积分方案。,
Please select the Warehouse first,请先选择仓库,
Please select the customer.,请选择客户,
Please select the document type first,请先选择单据类型,
Please select the document type first.,请先选择文档类型。,
Please select the required filters,请选择必要筛选条件,
Please select valid document type.,请选择有效单据类型,
Please select weekly off day,请选择每周休息日,
Please select {0},请选择{0},
Please select {0} first,请先选择{0},
Please set 'Apply Additional Discount On',请设置“额外折扣基于”,
Please set 'Asset Depreciation Cost Center' in Company {0},请设置在公司的资产折旧成本中心“{0},
Please set 'Gain/Loss Account on Asset Disposal' in Company {0},请公司制定“关于资产处置收益/损失科目”{0},
Please set '{0}' in Company: {1},请在公司{1}设置'{0}',
Please set Account,请设置账户,
Please set Account for Change Amount,请设置找零金额账户,
Please set Account in Warehouse {0} or Default Inventory Account in Company {1},请在仓库{0}中设置科目或在公司{1}中设置默认库存科目,
Please set Accounting Dimension {} in {},请在{}设置会计维度{},
Please set Company,请设公司,
Please set Depreciation related Accounts in Asset Category {0} or Company {1},请设置在资产类别{0}或公司折旧相关科目{1},
Please set Email/Phone for the contact,请为联系人设置电子邮件/电话,
Please set Fixed Asset Account in Asset Category {0},请在资产类别{0}中设置固定资产科目。,
Please set Fixed Asset Account in {} against {}.,请在{}主数据中为公司{}设置固定资产科目,
Please set Parent Row No for item {0},请设置物料{0}的上级行号,
Please set Purchase Expense Contra Account in Company {0},请在公司{0}中设置采购费用备抵科目,
Please set Root Type,请设置根类型,
Please set Unrealized Exchange Gain/Loss Account in Company {0},请在公司{0}中设置未实现汇兑损益科目,
Please set a Company,请设置公司,
Please set a Cost Center for the Asset or set an Asset Depreciation Cost Center for the Company {},请为资产设置成本中心或为公司{}设置资产折旧成本中心,
Please set a default Holiday List for Company {0},请为公司{0}设置默认假期列表,
Please set a default Holiday List for Employee {0} or Company {1},请为员工{0}或公司{1}设置默认假期表,
Please set account in Warehouse {0},请在仓库{0}中设置科目,
Please set actual demand or sales forecast to generate Material Requirements Planning Report.,请设置实际需求或销售预测以生成物料需求计划报表。,
Please set an Expense Account in the Items table,请在物料表中设置费用账户,
Please set an email id for the Lead {0},请为线索{0}设置电子邮件,
Please set default Cash or Bank account in Mode of Payment {0},请为付款方式{0}设置默认的现金或银行科目,
Please set default Cash or Bank account in Mode of Payment {},请在付款方式{}设置默认现金或银行账户,
Please set default Cash or Bank account in Mode of Payments {},请在付款方式{}设置默认现金或银行账户,
Please set default Exchange Gain/Loss Account in Company {},请在公司{}设置默认汇兑损益账户,
Please set default Expense Account in Company {0},请在公司{0}设置默认费用账户,
Please set default cost of goods sold account in company {0} for booking rounding gain and loss during stock transfer,请在公司 {0} 主数据中维护用于库存直接调拨圆整差异记账的默认销货成本科目，,
"Please set default inventory account for item {0}, or their item group or brand.",请为物料{0}或其物料组或品牌设置默认库存科目,
Please set default {0} in Company {1},请在公司{1}主数据中设置默认科目{0},
Please set filter based on Item or Warehouse,根据物料或仓库请设置过滤条件,
Please set filters,请设置过滤条件,
Please set one of the following:,请设置以下其中一项：,
Please set opening number of booked depreciations,请设置已登记折旧的期初数量。,
Please set recurring after saving,请保存后设置自动重复参数,
Please set the Default Cost Center in {0} company.,请在{0}公司中设置默认成本中心。,
Please set the Item Code first,请先设定物料代码,
Please set the Target Warehouse in the Job Card,请在工单中设置目标仓库,
Please set the WIP Warehouse in the Job Card,请在工单中设置在制品仓库,
Please set the cost center field in {0} or setup a default Cost Center for the Company.,请在{0}设置成本中心字段或为公司设置默认成本中心,
Please set up the Campaign Schedule in the Campaign {0},请在营销活动{0}中设置活动计划,
Please set {0},请设置{0},
Please set {0} first.,请先设置{0},
"Please set {0} for Batched Item {1}, which is used to set {2} on Submit.",请为批次物料{1}设置{0}，用于提交时设置{2},
Please set {0} in BOM Creator {1},请在物料清单创建器{1}中设置{0},
Please set {0} in Company {1} to account for Exchange Gain / Loss,请在公司{1}设置{0}以核算汇兑损益,
"Please set {0} to {1}, the same account that was used in the original invoice {2}.",请将{0}设为{1}，与原发票{2}使用的账户相同,
Please setup and enable a group account with the Account Type - {0} for the company {1},请为公司{1}设置并启用账户类型为{0}的组账户,
Please share this email with your support team so that they can find and fix the issue.,请将此邮件转发给支持团队以便排查和解决问题,
Please specify,请先输入,
Please specify Company,请选择公司,
Please specify Company to proceed,请输入公司后继续,
Please specify a valid Row ID for row {0} in table {1},请指定行{0}在表中的有效行ID {1},
Please specify a {0} first.,请先指定{0},
Please specify at least one attribute in the Attributes table,请指定属性表中的至少一个属性,
Please specify either Quantity or Valuation Rate or both,请输入数量或（和）成本价,
Please specify from/to range,请指定 从/至 范围,
Please try again in an hour.,请一小时后重试,
Please uncheck 'Show in Bucket View' to create Orders,请取消勾选'在桶视图中显示'以创建订单,
Please update Repair Status.,请更新维修状态,
Point of Sale,销售点,
Policy No,保单号,
Policy number,保单号码,
Portal,门户,
Portal User,门户网站用户,
Portal Users,门户网站用户,
Portrait,纵向,
Possible Supplier,潜在供应商,
Post Description Key,发布说明密钥,
Post Graduate,研究生,
Post Route Key,邮政路线密钥,
Post Route Key List,发布路径密钥列表,
Post Route String,邮政路线字符串,
Post Title Key,帖子标题密钥,
Postal Code,邮政编码,
Postal Expenses,邮政费用,
Posting Date,过账日期,
Posting Date Inheritance for Exchange Gain / Loss,汇兑损益记账日期,
Posting Date cannot be future date,记账日期不能是未来的日期,
Posting Date will change to today's date as Edit Posting Date and Time is unchecked. Are you sure want to proceed?,因未勾选'编辑过账日期和时间'，过账日期将更改为今日日期。是否确认继续操作？,
Posting Datetime,记账日期时间,
Posting Time,记账时间,
Posting date and posting time is mandatory,记账日期和记账时间必填,
Posting date is required,过账日期为必填项,
Posting timestamp must be after {0},记账时间必须晚于{0},
Potential Sales Deal,潜在的销售交易,
Powered by {0},由{0}驱动,
Pre Sales,售前,
Preference,偏好,
Preferred Contact Email,首选联系邮箱,
Prepaid Expenses,预付费用,
Prevdoc DocType,Prevdoc的DocType,
Prevent POs,不允许创建采购订单,
Prevent Purchase Orders,不允许创建采购订单,
Prevent RFQs,不允许询价,
Preventive,预防,
Preventive Action,预防措施,
Preventive Maintenance,预防性维护(保养),
Preview,预览,
Preview Email,预览邮件,
Preview Required Materials,原材料需求预览,
Previous Financial Year is not closed,上一财年未关闭,
Previous Qty,前次数量,
Previous Work Experience,以前工作经验,
"Previous Year is not closed, please close it first",请先关闭以前财年。,
Price,价格,
Price ({0}),价格（{0}）,
Price Discount Scheme,折扣规则,
Price Discount Slabs,价格折扣板,
Price List,价格表,
Price List Country,价格表国家,
Price List Currency,价格表货币,
Price List Currency not selected,价格表货币没有选择,
Price List Defaults,价格表默认值,
Price List Exchange Rate,价格表汇率,
Price List Name,价格表名称,
Price List Rate,标价,
Price List Rate (Company Currency),标价（本币）,
Price List must be applicable for Buying or Selling,价格表必须适用于采购或销售,
Price List {0} is disabled or does not exist,价格表{0}已禁用或不存在,
Price Not UOM Dependent,此价格适用所有单位,
Price Per Unit ({0}),单价（{0}）,
Price is not set for the item.,未设置物料价格,
Price not found for item {0} in price list {1},针对价格表{1}的物料{0}价格未定义,
Price or Product Discount,价格/产品折扣,
Price or product discount slabs are required,价格或产品折扣表是必需的,
Price per Unit (Stock UOM),单价（库存单位）,
Pricing,定价,
Pricing Rule,动态定价规则,
Pricing Rule Brand,动态定价规则品牌,
Pricing Rule Detail,动态定价规则细节,
Pricing Rule Help,动态定价规则说明,
Pricing Rule Item Code,动态定价规则物料号,
Pricing Rule Item Group,动态定价规则物料组,
"Pricing Rule is first selected based on 'Apply On' field, which can be Item, Item Group or Brand.",定价规则首先基于'应用于'字段进行选择，该字段可为物料、物料组或品牌,
"Pricing Rule is made to overwrite Price List / define discount percentage, based on some criteria.",定价规则用于基于特定条件覆盖价格表/定义折扣百分比,
Pricing Rule {0} is updated,动态定价规则{0}已更新,
Pricing Rules,动态定价规则,
Pricing Rules are further filtered based on quantity.,定价规则进一步基于数量进行筛选,
Primary Address,首选地址,
Primary Address Details,首选地址信息,
Primary Address and Contact,首选地址和联系人信息,
Primary Contact,首选联系人,
Primary Contact Details,首选联系方式,
Primary Contact Email,主要联系人电子邮件,
Primary Party,首选业务伙伴代码,
Primary Role,首选角色,
Primary Settings,首选设置,
Print,打印,
Print Format,打印格式,
Print Format Type should be Jinja.,打印格式类型应为Jinja,
Print Format must be an enabled Report Print Format matching the selected Report.,打印格式必须是已启用且与所选报告匹配的报告打印格式,
Print Heading,打印标题,
Print Language,打印语言,
Print Preferences,打印首选项,
Print Receipt,打印收据,
Print Receipt on Order Complete,订单完成时打印收据,
Print Settings,打印设置,
Print UOM after Quantity,数量后打印计量单位,
Print Without Amount,不打印金额,
Print and Stationery,打印和文具,
Print settings updated in respective print format,打印设置在相应的打印格式更新,
Print taxes with zero amount,零税额也打印,
Printed on {0},打印于{0},
Printing Details,打印设置,
Printing Settings,打印设置,
Priorities,优先级,
Priority,优先级,
Priority cannot be lesser than 1.,优先级不能小于1,
Priority has been changed to {0}.,优先级已更改为{0}。,
Priority is mandatory,优先级为必填项,
Priority {0} has been repeated.,优先级{0}已重复。,
Probability,成交机率,
Probability (%),赢率(%),
Problem,问题,
Procedure,程序,
Procedures dropped,存储过程已删除,
Proceed,继续,
Process Deferred Accounting,处理递延会计,
Process Description,流程描述,
Process Loss,制程损耗,
Process Loss %,工艺损耗 %,
Process Loss Percentage cannot be greater than 100,加工损耗百分比不能超过100,
Process Loss Qty,制程损耗数量,
Process Loss Quantity,加工损耗量,
Process Loss Report,制程损耗报表,
Process Loss Value,加工损耗价值,
Process Owner,流程负责人,
Process Owner Full Name,流程负责人全名,
Process Payment Reconciliation,自动核销收付款,
Process Payment Reconciliation Log,自动核销收付款日志,
Process Payment Reconciliation Log Allocations,收付款核销日志分派,
Process Period Closing Voucher,处理期末结账凭证,
Process Period Closing Voucher Detail,处理期末结账凭证明细,
Process Statement Of Accounts,客户对账单批处理,
Process Statement Of Accounts CC,处理抄送账户对账单,
Process Statement Of Accounts Customer,客户对账单批处理客户明细,
Process Subscription,处理订阅,
Process in Single Transaction,在单事务中处理,
Processed BOMs,已处理物料清单,
Processes,流程,
Processing Date,处理日期,
Processing import...,正在处理导入...,
Procurement,采购,
Procurement Tracker,物料供应追踪表,
Produce Qty,生产数量,
Produced,已产出,
Produced / Received Qty,已生产/已接收数量,
Produced Qty,完工数量,
Produced Quantity,生产的产品数量,
Product,产品,
Product Bundle,套件,
Product Bundle Balance,套件余额,
Product Bundle Help,套件帮助,
Product Bundle Item,套件物料,
Product Discount Scheme,产品折扣计划,
Product Discount Slabs,产品折扣率表,
Product Enquiry,产品查询,
Product Price ID,产品价格ID,
Production,生产,
Production Analytics,生产统计分析,
Production Capacity,生产能力,
Production Item,成品,
Production Item Info,生产物料信息,
Production Plan,生产计划,
Production Plan Already Submitted,生产计划已经提交了,
Production Plan Item,生产计划物料,
Production Plan Item Reference,合并物料销售订单明细,
Production Plan Material Request,生产计划物料需求,
Production Plan Material Request Warehouse,生产计划物料请求仓库,
Production Plan Qty,生产计划数量,
Production Plan Sales Order,生产计划销售订单,
Production Plan Sub Assembly Item,生产计划子装配件,
Production Plan Summary,生产计划汇总报表,
Production Planning Report,生产计划报表,
Products,产品,
Profile,个人资料,
Profit & Loss,损益表,
Profit This Year,本年利润,
Profit and Loss,损益表,
Profit and Loss Statement,损益表,
Profit and Loss Summary,损益汇总,
Profit for the year,年度利润,
Profitability Analysis,盈利能力分析,
Progress,进度,
Progress % for a task cannot be more than 100.,为任务进度百分比不能超过100个。,
Progress (%),进展(%),
Project,项目,
Project Collaboration Invitation,项目合作邀请,
Project Id,项目号,
Project Name,项目名称,
Project Profitability,项目盈利能力,
Project Progress:,项目进度：,
Project Start Date,项目开始日期,
Project Status,项目状态,
Project Summary,项目汇总,
Project Summary for {0},{0}的项目摘要,
Project Template,项目模板,
Project Template Task,项目模板任务,
Project Type,项目类型,
Project Update,项目更新,
Project Update.,项目更新。,
Project User,项目成员,
Project Value,项目价值,
Project activity / task.,项目活动/任务。,
Project master.,项目主数据。,
Project will be accessible on the website to these users,这些用户可在网站上查看该项目,
Project wise Stock Tracking,项目库存消耗报表,
Project-wise data is not available for Quotation,无项目数据，无法报价,
Projected On Hand,预计在手,
Projected Qty,可用数量,
Projected Quantity,可用数量,
Projected Quantity Formula,可用数量公式,
Projected qty,可用数量,
Projects,项目,
Projects Manager,项目经理,
Projects Settings,项目设置,
Projects User,项目成员,
Promotional,促销,
Promotional Scheme,促销计划,
Promotional Scheme Id,促销计划ID,
Promotional Scheme Price Discount,促销计划价格折扣,
Promotional Scheme Product Discount,促销计划产品折扣,
Prompt Qty,提示数量,
Proposal Writing,标书制作,
Proposal/Price Quote,投标/报价,
Prorate,按比例分配,
Prospect,意向客户,
Prospect Lead,意向客户线索,
Prospect Opportunity,意向客户商机,
Prospect Owner,意向客户负责人,
Prospect {0} already exists,潜在客户{0}已存在,
Prospecting,有意向,
Prospects Engaged But Not Converted,有跟进未转化线索,
Protected DocType,受保护的文档类型,
Provider,供应商,
Providing,提供,
Provisional Account,暂记账户,
Provisional Expense Account,暂估费用科目,
Provisional Profit / Loss (Credit),利润/(亏损）（贷方）,
Publish Date,发布日期,
Published Date,发布日期,
Publisher,发布者,
Publisher ID,发布者ID,
Purchase,采购,
Purchase Amount,采购金额,
Purchase Analytics,采购统计分析,
Purchase Date,采购日期,
Purchase Defaults,采购默认值,
Purchase Details,采购信息,
Purchase Expense,采购费用,
Purchase Expense Account,采购费用科目,
Purchase Expense Contra Account,采购费用备抵科目,
Purchase Expense for Item {0},物料{0}的采购费用,
Purchase Invoice,采购发票,
Purchase Invoice Advance,采购发票预付款,
Purchase Invoice Item,采购发票明细,
Purchase Invoice Trends,采购发票趋势,
Purchase Invoice cannot be made against an existing asset {0},采购发票不能基于现存固定资产 {0},
Purchase Invoice {0} is already submitted,采购发票{0}已经提交了,
Purchase Invoices,采购发票,
Purchase Manager,采购经理,
Purchase Master Manager,采购主数据管理员,
Purchase Order,采购订单,
Purchase Order Amount,采购订单金额,
Purchase Order Amount(Company Currency),采购订单金额（本币）,
Purchase Order Analysis,采购订单执行追踪表,
Purchase Order Date,采购订单日期,
Purchase Order Item,采购订单明细,
Purchase Order Item Supplied,采购订单外发物料,
Purchase Order Item reference is missing in Subcontracting Receipt {0},分包收货单{0}中缺少采购订单项引用,
Purchase Order Items not received on time,未按时收货采购订单物料,
Purchase Order Pricing Rule,采购订单动态定价规则,
Purchase Order Required,需要采购订单,
Purchase Order Required for item {},物料{}需要采购订单,
Purchase Order Trends,采购订单趋势,
Purchase Order already created for all Sales Order items,已为所有销售订单项创建采购订单,
Purchase Order number required for Item {0},请为物料{0}指定采购订单号,
Purchase Order {0} created,采购订单{0}已创建,
Purchase Order {0} is not submitted,采购订单{0}未提交,
Purchase Orders,采购订单,
Purchase Orders Items Overdue,逾期采购订单,
Purchase Orders are not allowed for {0} due to a scorecard standing of {1}.,由于评分卡当前评级为{1}，不允许下采购订单给{0}。,
Purchase Orders to Bill,待开票采购订单,
Purchase Orders to Receive,待入库采购订单,
Purchase Orders {0} are un-linked,采购订单{0}已取消关联,
Purchase Price List,采购价格表,
Purchase Receipt,采购入库,
Purchase Receipt (Draft) will be auto-created on submission of Subcontracting Receipt.,委外入库提交时自动创建委外采购入库（草稿）,
Purchase Receipt Detail,采购订单详情,
Purchase Receipt Item,采购入库明细,
Purchase Receipt Item Supplied,委外订单外发物料,
Purchase Receipt No,采购入库号码,
Purchase Receipt Required,需要采购入库,
Purchase Receipt Required for item {},物料{}需要采购收货单,
Purchase Receipt Trends,采购入库趋势,
Purchase Receipt doesn't have any Item for which Retain Sample is enabled.,采购入库未包括启用了保留样品的物料,
Purchase Receipt {0} created.,采购收货单{0}已创建,
Purchase Receipt {0} is not submitted,采购入库{0}未提交,
Purchase Register,采购台账,
Purchase Return,采购退货,
Purchase Tax Template,采购税费模板,
Purchase Tax Withholding Category,采购预扣税类别,
Purchase Taxes and Charges,采购税费,
Purchase Taxes and Charges Template,采购税费模板,
Purchase Time,采购时间,
Purchase User,采购员,
Purchase Value,采购金额,
Purchase Voucher No,采购凭证编号,
Purchase Voucher Type,采购凭证类型,
Purchase orders help you plan and follow up on your purchases,采购订单可帮助您规划和跟进您的采购,
Purchased,采购,
Purchasing,采购,
Purple,紫色,
Purpose,目的,
Purpose must be one of {0},目的必须是一个{0},
Purposes,目的,
Purposes Required,需指定用途,
Putaway Rule,上架规则,
Putaway Rule already exists for Item {0} in Warehouse {1}.,仓库{1}中物料{0}的上架规则已存在,
Qty,数量,
Qty ,数量,
Qty (As per BOM),数量（按物料清单）,
Qty (Company),数量（公司）,
Qty (Warehouse),数量（仓库）,
Qty (in Stock UOM),数量（库存计量单位）,
Qty After Transaction,变更后数量,
Qty Change,数量变动,
Qty Consumed Per Unit,单位耗用量,
Qty In Stock,实际库存数量,
Qty Per Unit,每单位数量,
Qty To Manufacture,工单数量,
"Qty To Manufacture ({0}) cannot be a fraction for the UOM {2}. To allow this, disable '{1}' in the UOM {2}.",待生产数量（{0}）不能是计量单位{2}的分数。若要允许，请在计量单位{2}中禁用'{1}',
Qty To Manufacture in the job card cannot be greater than Qty To Manufacture in the work order for the operation {0}. <br><br><b>Solution: </b> Either you can reduce the Qty To Manufacture in the job card or set the 'Overproduction Percentage For Work Order' in the {1}.,工序 {0} 的工卡中制造数量不能大于工单中的制造数量。<br><br><b>解决方案：</b>您可以减少工卡中的制造数量，或在 {1} 中设置“工单超产百分比”。,
Qty To Produce,待生产数量,
Qty Wise Chart,数量趋势图,
Qty and Rate,数量与费率,
